occ,n
sparv.m,13
arbh.,13
tekn.bitr.,13
charketeriarbetare,13
ritsare,13
buntmak,13
larlingen,13
kullag.arb,13
tradgardsmast,13
kranmaskinist,13
maskinskot,13
civilingeniӧr,13
skomak.arb,13
servitoren,13
tegelarbetare,13
uppassare,13
kalkylator,13
apotek.,13
mȧlare,13
akeriarb.,13
glasslipare,13
hadl.,13
mekanisk arbetare,13
forgyllare,13
magasinkarl,13
civilingenioren,13
bankdir,13
grevinna,13
glasmastare,13
kaféinneh,13
stufveriarbetaren,13
rederitjm,13
kallarmastaren,13
smaltare,13
transportarb,13
skohandl,13
sockerarb,13
bokbinderiarb.,13
kakelugnsm.,13
hem.dotter,13
Äg.son,13
handl.bitr.,13
bildhuggare,13
mejeristen,13
folkskolelarare,13
lagerchefen,13
skom.mast,13
maskinmast,13
skotersk.,13
vӓverska,13
hyvlare,13
stadsarb,13
servitrice,13
farghandl,13
smaskolelararinnan,13
korresp.,13
kommissionar,13
studer.,13
torghandl,13
kronojag,13
tullvaktmast.,13
maskinarbetaren,13
farm.kand.,13
tegelbr.arb.,13
kontor,13
svetsaren,13
synerska,13
charkuteriarb.,13
smȧsk.lar,13
vagnmakare,13
intendent,13
"masugnsarb,",13
jarnhandl.,13
haradshofding,13
litograf,13
abodotter,13
malaremastare,13
forvaltaren,13
vedhandl,13
assist,13
heub,13
kok,13
industriidk,13
sts.karl,13
tjanstemannen,13
missionar,13
instrum.mak,13
grosshandl,13
forradsbitr,13
farg.arb,13
jur.kand.,13
verkst. arb,13
kondit.larl,13
valsv. arb.,13
kustv.,13
kronolansm.,13
bond.,13
stnsskriv,13
student,13
flygmek,13
f.kopman,13
syster,13
trikastickerska,13
telef: st,13
uppkopare,13
palssommerska,13
lots,13
f. bonden,13
kassabitrade,13
komminist,13
betongarb,13
farg.arb.,13
tjfl.,13
arkitekten,13
f sӧmm,13
komm.,13
kustvakt,13
lagerforestandare,13
bokhandlare,13
kontrollant,13
jarnsvarfv.,13
dr,13
renhalln.arb.,12
f trafikbitr,12
amanuensen,12
springfl,12
daglonare,12
juster,12
stationsmastare,12
vavlag,12
tulluppsyn.m,12
posttj.man,12
pappersbruksarbetare,12
slojdare,12
handl. bitr.,12
skomakaregesallen,12
syelev,12
distr.ch,12
modellor,12
styckmastare,12
repr,12
textilarb:a,12
sk.arb,12
hovslagare,12
tandskoterska,12
glasmast.arb,12
kafébitr,12
reseff.arb,12
expeditionsvakt,12
f. skoll.,12
aff.inneh.,12
repr;ant,12
bokhandl,12
hemsommerska,12
slojdlararinna,12
b:n.,12
urmakeriarbetare,12
s jukv.bitr,12
fosterdotter,12
kylmont,12
hattmakare,12
hand.arb,12
fyrvakt,12
speditor,12
korrespondenten,12
traddr.,12
glasmast.,12
gesallen,12
ankan,12
lastare,12
f.d. lantbrukare,12
f poliskstpl,12
f husforest,12
mjolnar,12
stationsforestandare,12
f rep,12
tulltjansteman,12
matare,12
damfris.,12
hem. ag,12
slussvakt,12
stalldr.,12
chark,12
provsyster,12
cem.gjut,12
smalt.,12
olutkoraren,12
laroverksadj.,12
bokforerska,12
tradgardsm,12
chark.handl,12
metallarbetaren,12
maskin,12
avsyn:a,12
uppasserskan,12
heg.,12
fd sommerska,12
"son, tandsticksarbetare",12
h,12
husegaren,12
konsulent,12
optiker,12
maskinmontor,12
professorn,12
skrifvaren,12
kansliskrivare,12
jordbr.bitr.,12
hem.bitr,12
textilarbet,12
sped.arb,12
motorman,12
koksmast,12
lagerbokhall,12
cell.fabr.arb,12
guldsmeden,12
smaltaren,12
cellulosaf.arb,12
dragare,12
el.svets,12
brodutkor.,12
bilreparator,12
hushallare,12
fil.,12
j.arbetare,12
grovplatslag,12
mejeriarbetare,12
handelsagent,12
byggnadsingenjor,12
sulfatarb,12
lagerb.,12
lagerarbet.,12
lararen,12
platsl.arb,12
ryttmastare,12
caféidk,12
tandsticksarbeterska,12
kont.skriv.,12
el. arbet.,12
dagl.,12
jernsvarfv.,12
d.,12
smalt arb,12
stadare,12
lokreparator,12
sparv.for.,12
chokladarb.,12
tillsk,12
slojdlar.,12
jbrarb.,12
klampare,12
bondson,12
smaskoll:a,12
bokfor.,12
affӓrsbitrӓde,12
fgt.,12
skohandlare,12
greve,12
sommer,12
bygg.arb.,12
lokrep,12
barnfroken,12
kioskbitr,12
snick. arb.,12
byggn. arb,12
bradgardsarb.,12
lag.arb.,12
spȧrvagsman,12
frisorbitr.,12
sulfatarb.,12
sadelmakeriarbetare,12
gruv arb.,12
s jukskot.elev,12
stensatt,11
tillskarerskan,11
Äg.dotter,11
kontorschefen,11
forsakr.tjm,11
sjukvardare,11
kopparv.arb.,11
kass.,11
bildhugg,11
hem.son.,11
smaltsmed,11
Ånkefru,11
forsaljn.chef,11
springfl.,11
banktjm.,11
byggn.snickare,11
lok. eldaren,11
f.hem.ag.,11
strykerskan,11
tagmast,11
skolvaktm,11
springpojk,11
grov.arb,11
silverpolererska,11
stalverksarbetaren,11
f rikstelef:st,11
tradgardsbitrade,11
formare,11
kansliskriv,11
f stuv.arb,11
f. skollar.,11
lagebitr,11
gastgifvaren,11
bageriarbetaren,11
toffelmakare,11
slaggare,11
f. banv.,11
handsksomm,11
renh.arb.,11
Övermaskinist,11
paketer,11
betjant,11
egare,11
kronojagare,11
rullerska,11
arbet. ,11
bryggeriarbetaren,11
bokforaren,11
lararin.,11
smaskoll,11
Åk.arb,11
tullvaktm.,11
affarabitrade,11
justerare,11
musikdirektor,11
koksforest,11
komm.arbet.,11
forgyllaren,11
klockaren,11
larar.,11
hovrattsnotarie,11
smabr.ӓg,11
f smed,11
bankrevisor,11
spinn.arb,11
tob.arbet,11
redaktӧr,11
franskild hustru,11
uppass.,11
tandlӓk,11
sjok.,11
fil.lic,11
modehandlerskan,11
brodutkor,11
komminist.,11
bondeson,11
kolvakt,11
tvattmast,11
bageriidk.,11
fotogr.bitr,11
Överfurir,11
fordrang,11
litografiarbeterska,11
hem.ag fd,11
glasmastaren,11
ass,11
fd hushallerska,11
dagk.,11
finmek,11
skraddareges.,11
fm.,11
husm.,11
stnsform,11
tradgmast.,11
gardsegaren,11
telev.arb,11
faktoriarb.,11
rackare,11
tullvakt,11
virkesmat,11
kontraktsprosten,11
overmaskinist,11
korpralen,11
h.ag,11
husforestand,11
f byggmast,11
kallskanksbitr,11
lagerbokhallare,11
f.banvakt,11
slumsyster,11
restaurator,11
f hemmansagare,11
restauratris,11
konservarb,11
hurt,11
maskinformare,11
jarnv.tj.man,11
flottn.arb.,11
tvattbitrade,11
kontorsskrivaren,11
malaremast.,11
omlastare,11
kontorsbud,11
kolarb,11
f stenarb,11
Ångbatseldare,11
lasarb,11
buntmak.,11
ănkefru,11
lӓrov.adj,11
lantbruk,11
friherrinna,11
ryttmast.,11
skoterskeelev,11
kontor.,11
korgmak,11
varvsarbetare,11
h:u,11
hattmak,11
glodgare,11
skrad.,11
dykare,11
smid.arb.,11
damfrisor,11
jarnhandlare,11
hemmasonen,11
modisten,11
f chauff,11
borstbindare,11
jarnarbetaren,11
fonsterputs,11
telef.rep,11
kapt.,11
tekn.stud,10
filhuggare,10
bryggeriarb,10
manuf.arb,10
brannare,10
monter.arb,10
tryck.arb.,10
dir.ass,10
f.lantbr.,10
sӧmm:a,10
laborator,10
mekanikern,10
telefon.,10
valsverksarbetare,10
barnskӧterska,10
mobelsnickaren,10
sjukskӧt.elev,10
kopparsl.,10
lab.ass,10
fajansarb,10
jordarb,10
ham.ag,10
f byggn.arb,10
skrivbitradet,10
slip.arb,10
overstelojtnant,10
lok. for.,10
flu.arb.,10
frisormastare,10
ladug.skot,10
exp.vakt,10
omyndiga,10
fastlgh.ag,10
cigarrarbt.,10
exp,10
skep.,10
barntradg.lar,10
hjalpmont,10
larsson,10
cantor,10
golvlagg,10
stdr.,10
jur.stud,10
Ŏverfurir,10
aktuarie,10
traflkbitr,10
motorskot,10
hs.,10
aff.ch,10
lagerarbet,10
sockerbruksarbetaren,10
mur.mast,10
f tagmast,10
boktr,10
ladufogden,10
karnmakare,10
koksan,10
skoll,10
torvarb,10
lak,10
smidesmast,10
kurator,10
bildhuggaren,10
omyndige,10
garv.arb.,10
cigarrarbetaren,10
Åkeriarb.,10
drg,10
bd,10
pressv.arb.,10
buntmakaren,10
f skomak,10
koksbitradet,10
skrӓdd.mӓst,10
f filare,10
droskchauffor,10
"hustru, vaverska",10
snick.fabr,10
hastskot,10
vagnmakaren,10
resehandl.,10
Åb,10
orgeln.,10
maskinbitr,10
rorgangare,10
evangelist,10
Åkeriag,10
handelsidkaren,10
tel.,10
lokomotiveldare,10
chark:st,10
harfris.,10
spisbitr,10
nopperska,10
armerare,10
folkskollar:a,10
fdt,10
papp.arb.,10
underlojtn.,10
byggnarb,10
styckjunkare,10
sjukvard.,10
vallare,10
f kont.bitr,10
skraddaremastaren,10
folkskolelararen,10
kont. bitr,10
mekanikarbetare,10
bag.bitr,10
bageribitr.,10
bokbind.arb,10
byggn.traarb,10
inkopsch,10
papp. arb.,10
textarb,10
muraregesallen,10
f.forman,10
barare,10
red,10
med.kand,10
f forest,10
lantarbet.,10
arr. son,10
l:e rep,10
jagmast,10
reklamteckn,10
platslag.mast,10
plàtslag,10
f aff.bitr,10
natlerskan,10
stadsfiskal,10
kvarnag,10
rackaren,10
modlst,10
prostinnan,10
radioarb,10
konfektyrarb,10
hyvl,10
musikfanjunkare,10
patron,10
tillsyningsman,10
liesmeddrang,10
stationsmast.,10
lagerab,10
trahusarb,10
lantbruksarbetare,10
organisten,10
tekn bitr,10
barnskot.,10
karlsson,10
snickaregesall,10
fd bryggeriarbetare,10
dragon,10
arborrare,10
jbr. abr,10
metallsvarvare,10
bankbitrade,10
radiomontor,10
banarbet,10
smedarb.,10
formaren,10
bageriidkerska,10
konf:onsarb,10
smaltarsmed,10
bergsprangare,10
smedarbetaren,10
maskinsnickare,9
postexpeditoren,9
verkst.larl,9
vicevard,9
underofficer,9
wagnmakaren,9
slaktaren,9
kammarskrivaren,9
skeppar.,9
h.son,9
guldarb.,9
handelsforestandaren,9
kamreraren,9
brovakt,9
kok.,9
brevbar.bitr,9
maskinforare,9
typograflarling,9
bageribitr,9
cykelbud,9
tyglag,9
ft.,9
distr.chef,9
busschauff,9
3 kl. sjom.,9
verktygsfil,9
metallarbet,9
fil.kand,9
cottonstick,9
gordelmakaren,9
smabrukare,9
kolaren,9
el.svetsare,9
konditoribitrade,9
f. batsm.,9
kakelarb.,9
kontorsskrifv.,9
husar,9
kladeshandl.,9
jarb.,9
ladf.arb.,9
forest:a,9
f banarb,9
skradderiarbet.,9
skrothandl.,9
hamarsmed,9
tobaksarb,9
verktygsfilare,9
f.handlande,9
orgelnist,9
f.kassorska,9
akeriag,9
f.direktor,9
kallskӓnka,9
f fabr.arb,9
sockerbruksdrangen,9
stenarbetaren,9
lotsen,9
spiksmed,9
fil. kand.,9
falu.arb.,9
undantagsman,9
skomakaregesall,9
skorstensfej.,9
postelev,9
skohandl.,9
haub,9
travaruhandl.,9
brevb.asp,9
jur.kand,9
bodkarlen,9
mobelhandl,9
textilarb.ag.,9
godsrakn,9
f dir,9
tradg.m.,9
verkt.arb,9
konduktoren,9
matn.tekn,9
maskinmont,9
linjearbet.,9
akeriarb,9
bag.idk.,9
entreprenor,9
pappersbr.arb,9
linjeforman,9
Åkaren,9
butiksforest.,9
expressbud,9
skomakar.,9
frisormastaren,9
fanjunk,9
s.,9
f.handl,9
automatskot,9
karnmak.,9
kronofogde,9
f hand.bitr,9
snickaremastaren,9
verkstallande direktor,9
Överskot,9
garfvaregesallen,9
enk,9
packmast.,9
porslinsarbetare,9
ingen.,9
borr.,9
tandskӧt,9
trafikbitrade,9
dir.,9
trӓarb,9
manuf.handl,9
vaktkonst.,9
forradsman,9
malarlarling,9
haradshovding,9
fargmast,9
kalkarb,9
sprlngp,9
mejeriarb.,9
org.,9
timlonaren,9
lykttandaren,9
glasslip,9
bageriarbeterska,9
byggn.arbet.,9
agobrukare,9
fil.doktor,9
platsforsaljare,9
lok.forare,9
f.d. banvakt,9
serv.bitr.,9
skeppsmakl,9
lots.,9
renhalln.arb,9
mej.,9
reseffektarb,9
lansm.,9
smedarbetare,9
f.lokforare,9
hemmanseg,9
sjukv.elev,9
smedsm.,9
projektilarb,9
skom.arb.,9
chark.,9
kammarskriv,9
pressaren,9
brandforman,9
riksdagsman,9
konstnӓr,9
affarsidkerska,9
vodigl.,9
ryttmastaren,9
fralsningsofficer,9
maskinsnick.,9
bradgarb.,9
korrespond,9
kontorsskrifvaren,9
eyggn.snick,9
sjukskoterskebitrade,9
jbarb.,9
skomakeriarbetaren,9
jernvagsarbetaren,9
mai,9
tvinnerska,9
tandskot.,9
registrator,9
flygplansmont,9
lok.for,9
jkogarb,9
utkor,9
poststnsforest,9
smabr,9
yngling,9
tillsk.,9
kyrkovaktm,9
musikern,9
statdrangen,9
sӧmm.,9
eid,9
snick.form,9
jrv. arb.,9
e. banv.,9
hovslag,9
lӓg.ӓg,9
undantagsm.,9
cottonstickaren,9
stationsskrifv.,9
kronofogden,9
exp.forest,9
tradgardsarb,9
tvattare,9
hand.fӧrest,9
snick.gef,9
kopm.,9
reparatӧr,9
schaktmast.,9
droskag.,9
folkskol.,9
maskinfor.,9
restauratoren,9
kocken,9
maskinskriverska,9
fralsn.off,9
tidskriv.,9
f typogr,9
porsl.arb,9
tegelbruksarbetare,9
febr.arb,9
kontbitr,9
avd.skot:a,9
smedmastare,9
comminister,9
metallgjutare,9
distributor,9
stationsm.,9
styckj,9
magasinsarb,9
farm.kand,9
harfris:a,9
Övermaskinisten,9
bryggmast,9
sulfarb.,9
stationsskriv.,9
renhallningsarb.,9
tullpackhuskarl,9
f.d. handlanden,9
f.lantbr,9
fastigh.makl,9
stn.karl,9
sockerbruksarbetare,9
butiksfӧrest,9
hauãg,9
farg.,9
barbitrade,9
cigarrmakaren,9
fabriksarbet,9
gastgif.,9
skrivare,9
gymnastikdirektor,8
glasbl,8
vagnslyftare,8
amm.arb:a,8
smargl.,8
slakteriarb.,8
fabrikorsanka,8
lag.b,8
konstforvandten,8
kioskbitr.,8
fabr .arb,8
stick,8
fodermarsk,8
studeranden,8
platarbetare,8
bageriidk,8
urmak.mast,8
typograflarl.,8
traddrag.arb,8
hopsatt,8
kontrolloren,8
fras,8
stnsmast,8
kafébitr.,8
stins.,8
bilforsalj,8
f.d. arrendator,8
spinn:a,8
bagaregesall,8
distr.skot,8
polisk.,8
metarb,8
civilekonom,8
handlaranka,8
sjukvardsbitr,8
lok.eldare,8
f.sockerarb,8
j.arb,8
insp,8
flygpl.mont,8
malaregesall,8
damfrisorskan,8
andesson,8
sag.arb.,8
hotellinneh,8
puts.,8
platvals.,8
jlr. arb,8
hokerihandlanden,8
springg,8
bds.,8
betjent,8
dottern,8
skraddar.,8
mll.,8
guldsmedsarbetare,8
hemsyster,8
massor,8
f disp,8
fargeriarbetare,8
hand.bitrade,8
ex. banv.,8
stationsforest.,8
lab.bitr.,8
furlr,8
kustvakt.,8
f. lararinna,8
jagare,8
waktmastare,8
kond,8
urm.,8
papp.br.arb.,8
tobaksarbetare,8
rikstelef.,8
hont,8
kanslibitr.,8
mej.bitr,8
godsag,8
f. hem.ag.,8
boktryckeriarbetaren,8
handelselev,8
kristina,8
barnskoterskan,8
fakt.,8
tob.handl,8
riggare,8
gjut.mast,8
butlksforest,8
tvatterskan,8
avdeln.chef,8
kom.arb,8
f sjom,8
malareges.,8
muraregesall,8
tobakshandl.,8
plysare,8
korpr.,8
portvaktmastare,8
skadespelaren,8
arkivarie,8
husforestȧndarinna,8
hom. Ãg,8
livsmedelsarb,8
musikdirektoren,8
d,8
bankbokhallaren,8
fj. smed,8
tvӓttbitr,8
expressarb,8
tvattforest,8
cigarrhandlare,8
sjӧman,8
handlerska,8
lararinn.,8
hem.dott.,8
namndem.,8
frukthandl,8
spraklarare,8
el svets,8
textilarb fd,8
redaktoren,8
korkskararen,8
arbetsledare,8
jur kand,8
frisorska,8
bud,8
arb. karlen,8
chokladarbeterska,8
f snick.arb,8
jarnhyvlare,8
lykttandare,8
studer,8
harfrisorskan,8
gravmaskinist,8
farm kand,8
f kopm,8
motormont,8
hemeg,8
dott.,8
utkoraren,8
Åk.ӓg,8
styckmast,8
stӓderska,8
kontr.ass,8
aff.innehav.,8
lagerbokhall.,8
boktryckeriarbetare,8
disk,8
handelsexpeditor,8
verktygssvarv,8
teckn.lar,8
hem.s.,8
bussfor,8
kaféibitrade,8
fisk,8
kr.abo,8
st. karl,8
traddr. arb,8
vӓgarb,8
forv.,8
jbarb,8
fӧrestandarinna,8
gȧrdsag,8
bageriidkerskan,8
automatsvarv,8
mejslare,8
lokaltelefonist,8
garv.,8
klamp.,8
repslagaren,8
snickeriarb,8
musikfurir,8
stalldrangen,8
kolare,8
mejerielev,8
postmast,8
telegrafassistenten,8
sjukhusbitr,8
kappsomm,8
fotobitr,8
frӓsare,8
virkeshandl.,8
forsaljningschef,8
bokh,8
fabriksforman,8
f banktjm,8
frisorlarl,8
plyserska,8
grofarb.,8
snickarlarling,8
snickar.,8
vavmast,8
Åbodotter,8
kadett,8
lok.for.,8
cellulosaarb,8
gardseg,8
jordbruks.arb,8
skom.mast.,8
vav:a,8
reklamtecknare,8
tapets.larl,8
masklnist,8
gardsdrang,8
syfabr.arb,8
verkst.elev,8
matn.m,8
lagerforest.,8
rentier,8
linjearbet,8
skolkokslararinna,8
affarsforest,8
hand.forest.,8
namnden,8
konstruktor,8
e. stationskarl,8
reparat.,8
kont.vaktm,8
f platslag,8
gasverksarb,8
mal.mӓst,8
journalisten,8
f. banvakt,8
postiljonen,8
tandst.f.arb,8
murar.,8
skomakaranka,8
hb.,8
forestanderskan,8
forare,8
mal.larl.,8
kettlerska,8
stansare,8
kyrkoherd.,8
smedlarl.,8
predik.,8
hs.ag.,8
kustrodd.,8
bankkassoren,8
vaverskan,8
sulf.arb,8
hands. bitr.,8
Ölutkorare,8
boddrang,8
rensare,8
butiksbitradet,8
skomakarmastare,8
sjukhusbitrade,8
resehandlare,8
stryk:a,8
kexf.arb,8
bankbokh.,8
traversfor,8
bitrӓde,8
tradgardsdrang,7
app.montor,7
bleckslag,7
f posttjm,7
exp.bitr.,7
mat.arb,7
hem.dr.,7
serveringsflicka,7
f.snickare,7
landskontorist,7
avsyn.,7
jernbararen,7
komm. arb,7
detektivkonstapel,7
korkarlen,7
platpressare,7
kreaturshandl.,7
f.lokfor,7
jarnvagsman,7
kammarskriv.,7
sem.stud,7
som:a,7
sparvagnsfor.,7
mal. arb.,7
kommunalrb,7
laboratoriebitr.,7
f cig.arb,7
stabblaggaren,7
exekutor,7
skot.elev,7
overskoterska,7
murbr.arb,7
postkontrollor,7
handlandeanka,7
bergsprang,7
sten.arb.,7
postbud,7
litografen,7
mek.arb,7
barnvakt,7
isolator,7
fabriksidkaren,7
sp,7
smidare,7
f barnm,7
f.gruvarb.,7
e.o. skoterska,7
byggnadsritare,7
musiklar.,7
tapets.,7
apothekaren,7
hemd,7
byggn. snick,7
hyr.,7
appreturarb,7
toffelmakaren,7
grundlaggare,7
f stnsmast,7
landtbruk.,7
tullkontrollor,7
jvgsm,7
eyggn.arb,7
remontrytt,7
bradgardsforman,7
instr,7
hans son,7
f. fanjunk.,7
glӧdgare,7
bultarb,7
stadsmaklaren,7
kond.bitr,7
forradsforman,7
godseg.,7
grovarbetaren,7
stuvarbetare,7
urfabrikor,7
repslagare,7
heuãg,7
pianostammare,7
malargesall,7
exp.ch,7
masklnlst,7
sekreteraren,7
hofslag.,7
handskmakaren,7
majoren,7
maskinuppsattare,7
f.skollar.,7
nattskot,7
segelsomm,7
garfvar.,7
mark.,7
f mur,7
skogselev,7
f. abo,7
bokh.medhj,7
vagnstad,7
masklnrep,7
f.arrend,7
provare,7
arb.form,7
skomakar,7
tegelmastare,7
amneslar,7
stkarl,7
transportor,7
skomak.mӓst,7
kalkbr.arb,7
apot.,7
overmask.,7
hem.eg,7
nattvakten,7
byggn. snick.,7
bankbokhall.,7
tjansteam,7
kranforare,7
badmast.,7
Ӧvermaskinist,7
handelsldkerska,7
sliparen,7
fil lic,7
krukm.,7
jernhandl.,7
djurskot,7
forsaljerska,7
d_,7
rikstelefonisten,7
heuu. ãg,7
lantbrukaren,7
kond.bitr.,7
undoff. 3 gr.,7
fosfatf.arb,7
hyresg.,7
spinnmastare,7
f.text.arb.,7
skogsform,7
affarsinneh,7
gelbgjutare,7
bakelitarb,7
f.d. handl.,7
waktkonstapeln,7
mur.arb.,7
handelsbokh.,7
s,7
pollskstpl,7
tegelmast.,7
f fotogr,7
slaggaren,7
sjukskӧterska,7
kopparv,7
blou,7
brukspatr.,7
met.svarv,7
filialch,7
kantorn,7
kr. timmerman,7
drageriarb.,7
assessor,7
f. kapten,7
bankvaktmastare,7
bankbitradet,7
notarien,7
dlv.arb,7
tj:a,7
radiotelegrafist,7
droskӓg,7
walsverksarb.,7
boktryck,7
e.o.stationskarl,7
kond.arb.,7
husman,7
f brevb,7
undteg.,7
v:arb.,7
arr fd,7
representanten,7
jarnsvarvaren,7
seminarieelev,7
f lokfӧr,7
handsksommerska,7
kond.arb,7
diktare,7
svets.,7
kalkarb.,7
jvgskont,7
sadelmak.arb,7
jernarbetare,7
kanthalarb,7
garfv,7
avlasare,7
tygarbetare,7
gasmastare,7
textillarb,7
f.d.handl.,7
aff.forest.,7
mureriarb,7
skraddar,7
frisoren,7
tjen.,7
hb,7
hemmadtr.,7
stationskarlsformannen,7
byggn.arbet,7
eleven,7
mossommerska,7
man.karl,7
humbitr,7
past,7
sjukskotare,7
fabriksform.,7
riksdagsm.,7
vavlar,7
mask.arb,7
f.disponent,7
landth,7
glasblas,7
f byggn.snick,7
vaktfru,7
tvatt.,7
konservator,7
tunnbind,7
borr,7
doc,7
svarfvare,7
m. arb,7
h. fabr.arb.,7
akeriagare,7
mjol,7
skorst.fej,7
kontraktsprost,7
snickareges.,7
tu_dr.,7
banform,7
kustsergeant,7
f.lantbrukare,7
vals.,7
taxtilarb,7
prost,7
affarsinnehavare,7
arbetsformannen,7
smedmast.,7
poliskonstap.,7
jordbr.arbet.,7
klassn.arb,7
fabriksidk.,7
skradd. ges.,7
hejarsmed,7
rekt,7
tryckeriarb.,7
sped:r,7
hson.,7
smaskollar:a,7
banktjenstemannen,7
tobakshandl,7
bokhallar.,7
kommunarlarb,7
isolerare,7
slip.,7
werkstadsarb.,7
husforestanderska,7
forsakr.insp,7
aff .bitr,7
skomakaremast.,7
kladsommerska,7
forfattare,7
styckare,7
linoleumarb,7
byggn. arb.,7
handl f,7
met.slip,7
verkmst.,7
vermast,7
jagm.,7
traslip.arb,7
gummirep,7
kolportor,7
bankvaktmast,7
overingenjor,7
mast,7
linol.arb,7
sotare,7
handskmak.,7
jutef.arb.,7
f.maskinist,7
arbetarhustru,7
expr.arb,7
but.forest,7
traddragare,7
kolarbetare,7
hemvard,7
f.d. folkskollarare,7
verkst.mast,7
sjukskoterskeelev,7
tagmast.,7
rӧrmont,7
h.a.,7
konditoriarb,7
radmannen,7
karisson,7
faktorn,7
skifterska,7
packhuskarlen,7
med.lic,7
h.h,7
lok. eld.,7
byggeriarbetare,7
lautbr,7
chark:lst,7
v: arb.,7
lagerarbetaren,7
affarsforest.,7
musiklar,7
busskonduktor,7
jernarbet.,7
litterator,7
herbitr,7
bokhand.medhj,7
malmarb,7
f vaverska,7
skomakaremastare,7
hustr.,7
homeopat,7
akeriag.,7
gasverksarbetaren,7
spinnmast.,7
rikterska,7
manglerska,7
arb. forman,7
f.hem.ag,7
kontorseleven,7
bokhandelsbitr.,7
elektr.montor,7
f.kamrer,7
u.o.k.,7
gravoren,7
fd handelsidkerska,7
kafeidkare,7
lokomotivputsare,7
serveringsbitr.,7
rӧrarb.,7
f ing,7
fabr.idk,7
schaktmast,7
hofmastaren,7
qvarnarb.,7
f mal,7
sped.arb.,7
kont.tj.man,7
install:r,7
