occstrng,n
landbo,4
hjälpmaskinist,4
soldat nao 50,4
gjutgodsuppsättare,4
lantbrukare ingenjör,4
statkarl extra,4
bomullsfabriksvävlagare,4
komminister kyrkoherde,4
avsöndringsägare handlande,4
bageriförman,4
angbatsfarman,4
landshafda,4
kunglig kammarmusiker,4
husknekt,4
handels bita,4
statadrg,4
statdräng båtsman f.,4
leksaksfabriksarbetare,4
sliparelärling,4
handlande landtbrukare,4
kopparsla vid meka werksta,4
banarbetare e.o.,4
understödstagare backstugusittare,4
soldata hemmansega,4
lös gruvarbetare,4
verksgesall,4
ea oa kammarskrifva,4
pumpmaka,4
lots och hemmansegare,4
snickare maskinist,4
mjölnarförman,4
trumslagare hemmansägare,4
torpare jorda,4
werkagesa,4
folkskollärare organist klockare,4
direktör vid yllefabrik,4
kaksgosse,4
garfvarelara,4
bokhallare hos hollingworth et eas maskinagenturfirma,4
brandlöjtnant,4
automobilverkstadsarbetare,4
orkesterpianist,4
nybygare,4
nomada,4
elektrisk ingenjör,4
dagkarl soldat fa,4
bruksarbetare smältsmed f.d.,4
tradgsamasta,4
boende jordbruksarbetare,4
spelstyrae,4
gårdsägare maskinist,4
bajonettarbetare,4
inhyseshjona skomakare,4
bcksthjon,4
järnvägskusk,4
sergeant vid svea art. reg.,4
stadtdrang,4
vinhandelsarbetare f.d.,4
korpra,4
hamnbetja,4
arrendator af soldattorpet,4
dagkrla,4
musiklara,4
torpaa malare,4
tingsvaktma,4
förman vid trämassefabrik,4
cementverkmästare,4
soldat torparrendator,4
handa hemmansegare,4
volontär vid västerbottens regemente i umeå,4
artillera 73,4
1asta landtmata,4
dekorationsma,4
jarnarbetare vid compoboardfabriken,4
badbetjent,4
fjärdingsman husägare,4
husardrang,4
abo och skomakare,4
stålsvarvare,4
hemmansegare oa mjalnare,4
kontors bitra,4
målare Ägare,4
arrendator ryttmästare,4
vaskverksförman,4
rumsuthyrare,4
soldat n:o 52,4
hemmansägare sågarbetare,4
tagelberedare,4
fattigvardssyssloman,4
bokbinda gesall,4
hemaega sjama,4
hemmansägare arbetskarl,4
artillera 106,4
kabelarbetare,4
arbetare jordbruksarbetare,4
stationsa inspekta,4
mjölnare husägare,4
karamellfabrikar,4
nybygga och sjaman,4
tidningsagent,4
ankling slaktare,4
halften brukare,4
sjöman 2:a kl.,4
tjärfabrikör,4
hemmansagare sjakapten fa,4
lägenhetsinnehavare jordbrukare,4
tradgam,4
torpa oa skoma,4
konta bitra,4
bolagsdrang,4
husagare taktackare,4
arbetare ajordaa,4
dagsverksarbeta,4
arrendator major,4
batman,4
hemmansägare båtsman f.,4
sandgrävare,4
sjaman o nybyggare,4
utarbetare livgrenadier f.,4
hemmansägare tegelmästare,4
oxskatare,4
reservkorpral,4
folkskolealarare,4
maskinist vid badinrättning,4
skomakare batsman fada,4
arbetare inhysesman,4
lärare vid läroverk,4
husar nao 46,4
hemmansegarea slagtare,4
backstuabo,4
klensmedarbetare,4
porträttritare,4
operasanga,4
hemmansagare enkling,4
arbetskarl soldat f.,4
gårdsägare skogsarbetare,4
metodistpredikant f.,4
bageriarba hos handlanden albert ea bauer skrifven i 15 roten 21 d,4
Ättiksfabrikör,4
jord ega,4
trädgårdsarkitekt,4
extra loka farare,4
stationsskrifare,4
torgdragare,4
buteljsynare,4
biträdande vid jordbruket,4
tidningsdirektör,4
grovarbetare Åbo f.,4
ea oa tullvaktma,4
vattenarbetare,4
jur. kandidat hovrättsnotarie e. o.,4
soldat o brukare,4
husega och snickare,4
hemmansagare o handlande,4
inneboende pappersbruksarbetare,4
skräddare backstuguman,4
afverkonstapel,4
jordbruksarba fada lifgrenadier,4
lagenhetsegare soldat,4
gratialist och torpare,4
mjaln,4
arbetare korpral fa,4
värnpliktig,4
hafa arbetskarl,4
malmroddare,4
korgarba,4
handabitr,4
arba vid krokslatts vafveri,4
hemmansagare maskinist,4
maskinist hemmansagare,4
kontorsbiträde vid järnvägen,4
postvaktbetjant ea,4
körtorpare,4
arba vid fargeri,4
snickeriarbetare korpral f.,4
Ägare sjökapten,4
dragon n:o 36,4
byggnaarbetare,4
yllehandla,4
jordtorpare stenhuggare,4
gästgiveriföreståndare,4
slussmastare,4
hemega skomakare,4
bokbindalarling,4
stålsynareförman,4
torvstrafabriksarbetare,4
dragon n:o 30,4
ja arbetare,4
boktryckarelarla,4
skraddare soldat fa,4
banvaktare eaoa,4
arbetare sagare,4
fläskmånglare,4
stadsläkare förste,4
hemaega sergeant,4
hemmansegare a smed,4
torpar,4
modellsnickarefarman,4
fargaremastare,4
torpare a snickare,4
samskmakaregesall,4
urlaka arbetare,4
extra putsare,4
handelskemist,4
hemmansega och skeppare,4
hemmansägare bruksägare,4
karduansmaka,4
lägenhetsägare arbetskarl,4
skomakeritillskärare,4
utfa arbetare,4
arbetare i stuga ua garden,4
redskapsfabrikant,4
filhuggarelarling,4
arrendator jordarbetare,4
tradgardsarbet,4
hus eg,4
hyrande hakare,4
murare korpral f.d.,4
gratialist drang,4
takläggare,4
dragon n:o 31,4
hemmansagare rusthallare,4
motormaskinist,4
gjutarelarla,4
kakelugnsma gesa,4
skogsfarvalta,4
sulfitfabrikskörare,4
soldat mjölnare,4
artillera 100,4
hemmansegare o gratialist,4
husar nao 51,4
jordbrukare soldat f. d.,4
hemmansega fada korpral,4
konstruktionsritare,4
klockare oa orgelnist,4
husar nao 65,4
torpa grenadier,4
gymna abo,4
wagnslossare,4
jernvegsarba,4
perukmabitra,4
tandst arb,4
hamnarbetare sjöman f.d.,4
inha dranga,4
postvaktmästare e.,4
hemmansega fa soldat,4
magasinska,4
brädbärare,4
kyrkotjenare,4
jordägare byggmästare,4
smed jordbrukare,4
borga a fiska,4
stenhuggsarbetare,4
kakelugnsmakerihantlangare,4
auktionsvaktmasta,4
snickare o husegare,4
kallvallsfabriksarbetare,4
brukspatra,4
jordbruksarbetare bonde f.d.,4
nitare,4
kommisioner,4
bierbryggare,4
bokhållare tomtägare,4
hemsa ega,4
hallmästare,4
smed och hemmansagare,4
hemmanssegare,4
riksantikvarie,4
cigaretthandlare,4
järnsvarvare Ägare,4
torpa oa snickare,4
litografmaskintryckare,4
ea oa gransridare,4
torpare bleckslagare,4
snickare artillerist fa,4
snickare korpral f.,4
tradgasarba,4
grovarbetare korpral f.,4
soldat vid kalmar r.,4
ladugdrang,4
postvaktbetjant exa,4
kalkylator,4
backstuge sittare,4
stationsarbetare e.,4
slakteriförman,4
rostungsarba,4
jordruksarbeta,4
hovslagare konstapel,4
sta inspektor,4
flaskhandlande,4
snickare vid pappersbruket,4
haega a,4
fiskhandlare hemmansägare,4
husagare gruvarbetare,4
gårdsägare i staden Änkling,4
maskinist vid tvättinrättning,4
ega gard tillsammans,4
daglönare Änkling,4
fargylleriarbeta,4
Åbo handlare,4
handlandea radman,4
understödstagare stenarbetare,4
hemmansegare abo,4
auktionsföreståndare,4
husma fa batsma,4
typografbiträde,4
handelsbitradeselev,4
soldat nao 65,4
vagnkarl f.d.,4
snickare och jordtorpare,4
broderiarbetare,4
klyfvare,4
statardräng stalldräng,4
filare va meka verksa,4
smeda husega,4
torpa a skradda,4
hemmansega fada handlande,4
gastandarefarman,4
brdgaarb,4
järnvägsarbetsförman,4
tjadrang solda va na ska infaregema,4
angbatskommissa,4
angslupsbefalhafa,4
bokbindare verkmästare,4
konstmästare,4
laduga ka,4
soldat sågarbetare,4
ankling backstuguhjon,4
bokhandl,4
farradsvaktma,4
torghandelsbiträde,4
bagerieldare,4
underofficer af 2:dra gr.,4
masta,4
averskogvaktare,4
skraddare soldat fa da,4
hega murare,4
sagsverksarba,4
understödstagare sjöman,4
winhandlande,4
sjukvårdare konstapel 2:dra,4
gratialist undant.,4
aga kapital,4
vagnmakare husman,4
husar nao 48,4
hemaega sjaman,4
arbeta vid nalfabrik,4
godsegarea fada lajtnant,4
handsmedsdräng,4
pappersindustriingenjör,4
svagdrickskarare,4
angsagsarb,4
maskinarbetare v. orgelfabrik,4
artillera 71,4
smedsarbetarelärling,4
konduktör vid järnväg,4
halfta bruka,4
stuveriarbetare e.,4
arbetar vid tramassefabrik,4
gaseldare vid glasbruk,4
järnvägskontorsskrivare,4
brukare kyrkovärd,4
spelstyrare f.d.,4
v. komminister,4
skeppsombudsman,4
husägare sågarbetare,4
stadare,4
jordbras arbetare,4
tullvaktmastare exa,4
laggkarlsmakare,4
postexpedit 1:ste,4
kontorsbitrade vid jernvagen,4
soldat skogvaktare,4
järnsvarvare fabriksarbetare,4
skomakarea backstugusittare,4
bruksarbetare fattig,4
inhadreng,4
dranga faltjagare,4
hantverkare konstapel,4
torpare livgrenadier fada,4
fiskare handlande,4
hemmansegare fada folkskolelarare,4
korkskararearba,4
kakelbrännare,4
skolarare,4
poliskonstapel reserv,4
svarfstallare,4
laboratorietjänsteman,4
grovarbetare hemmansägare,4
badgosse,4
Ålfiskare,4
understödstagare snickeriarbetare,4
artillera 31,4
skolhusvaktmästare,4
konstmalare,4
arbetare rattare fa,4
jordbrasarb,4
gdaman,4
postilion,4
brukare slaktare,4
skomakare och torpare,4
skomakare hemmansägare f.d.,4
dragon vagnmakare,4
skomakare trumslagare,4
backstugu och fattighjon,4
Övertryckarelärling,4
handlande nybyggare,4
jordtorpare Änkling,4
godsägare handlande f.d.,4
svagdricksbrygga,4
hemmansega oa snickare,4
pappersbrukskontorist,4
inhyseshjon hemmansägare,4
hovrättssekreterare,4
maskinist andre,4
tändsticksfabriksarbetare vid vulcan,4
hemmansagare 1a2,4
montör f.,4
tackjernsvagare,4
barberabitrade,4
soldat nao 112,4
pinnstolsmakare,4
Åbo snickaremästare,4
plåtslagerihandtlangare,4
harrend,4
maskininspektar,4
Änkling järnvägsarbetare,4
hyresgast arbetsfarman,4
gratialist Änkling,4
extra kolvakt,4
bst hj,4
kvarnstenshuggare,4
hotellbetjant,4
flottningsarbetare soldat f.d.,4
torpason,4
fil. doktor kollega,4
staltradsdragare,4
väverismed,4
hemmansagare folkskollarare,4
stationsinspektör,4
arrenda torp,4
omnibakonda,4
drang o soldat,4
artillera 55,4
orgelnist oa klockare,4
pianoinstrumentmakare,4
laborator,4
habruka,4
sockerbruksarbetare murare,4
kopparslagare arbetare,4
betsare på spikfabrik,4
komalandtmatare,4
malare odelstorpare,4
hyresgäster snickare,4
kreatursskötare f.,4
eaoa stationsskrifvare,4
urmaka arba,4
husegare och handlande,4
gardsbefallningsman,4
landsekreterare,4
karbidingenjör,4
bonde urmakare,4
hafa poliskonsta,4
mathållare,4
kakelugnsmakare gårdsägare,4
artillera 40,4
fiskredskapsarbetare,4
spegelfabra,4
egarea handla,4
arbeta vid nala och messingsfabrik,4
jernbruksarbeta,4
kardmastare,4
stha hema aga,4
cirkusägare,4
guldsmedsarb,4
skomakare vaktmästare,4
paraplymaka,4
bleckslagare arbetare,4
hmgre,4
kakamakaarba,4
pressare vid yllefabrik,4
snickeriarbetare soldat f.,4
smedaarbeta,4
styrman 1aste,4
lanstradgardsmasta,4
husega husar,4
vaxduksfabriksarbetare,4
jordbruksarbetare kördräng,4
handelsfarestand,4
målarmästare hemmansägare,4
handlarebiträde,4
stationskarl arbetare,4
torpare nattvakt,4
boddräng husägare,4
hemmansega fada solda,4
tvättfabrikör,4
orgelnist skollärare f.d.,4
rostvändare,4
verkmästare vid mek. verkstad,4
snickaregesa fada,4
hemmansegare hastjagare,4
fabriksarba vid storviks sullfitaktiebolag,4
gangare,4
angbabefalhafva,4
artillera 70,4
exa bromsare,4
jordega skoma,4
gratialist fada husar,4
nyb,4
soldat n:o 36,4
jordtorpare tegelbruksarbetare,4
husar nao 10,4
guldarbetare silverarbetare,4
Ägare skomakeriarbetare,4
tapetserare dekoratör,4
mjölkdistributör,4
muddringsarbetare,4
hemmansegare postfarare,4
undant. Åbo,4
instrumamakagesa,4
garveri fabrikar,4
cigarrarba fada,4
artillera 42,4
egaa skomaka,4
hemmansega stenhuggare,4
ringare husman,4
lykttandare arbetare,4
inha arbetska,4
lotslajtnant,4
angsagsegare,4
glasmästare hemmansägare,4
soldat nao 143,4
slaktare gårdsägare i staden,4
distinktionskorpral volontär,4
jordbruksarbetare daglanare,4
regeringsråd,4
hemmansegare fada batsman,4
mjalnalarla,4
murare hemmansega,4
brödutkörare arbetare,4
sockerfabriksarbetare dragon f.,4
sk husar,4
reservpostaspirant,4
kreaturskata,4
fabriksarba spinnare,4
utkörningsarbetare,4
skomakare handlare,4
poliskonstpa,4
lantbrukare kvarnägare,4
expressinnehavare,4
stadsmätare f.d.,4
bet.hjon,4
torpare gårdfarihandlare,4
metallpackare,4
jordbrukare gardsegare,4
skomakare målare,4
1a12adelsbrukare,4
klockare o folkskollarare,4
husar nao 28,4
hyresgäst hemmansägare,4
hemmansägare kronorättare,4
hemmansägare skomakare f.,4
jordtorpare stenarbetare,4
dikesgrafvare,4
taklaggare,4
dagverksarb,4
tullvakt e.o.,4
smed och hemmansega,4
bergaarba,4
volontar drang,4
bokbinderielev,4
egare snickare,4
husar nao 59,4
skolkollega,4
Åkare hemmansägare f.,4
tradgaarrendator,4
hotellbud,4
takpappsfabriksarbetare,4
jordbrukarea soldat,4
krigsarkivarie,4
husbondeson jordbrukare,4
kreatursuppköpare,4
karkarl arbetare,4
predikant husägare,4
backstugohja,4
vagnfabrikssnickare,4
kalkulator,4
soldat a hemmansega,4
byggnadshandlande,4
Änkling torparrendator,4
transportarbetare f.,4
förvalsare,4
arbetarea backstugusittare,4
bagare gesall,4
sparbanksvaktmastare,4
hyvleriarbetare f. d.,4
backstugusittare utfattig,4
drang skraddare,4
hemmansegare faktor,4
handelsresande agent,4
tryckeribokhållare,4
lanthandlare hemmansagare,4
komaadjunkt,4
fila doktor amanuens,4
maskinist vid lasarett,4
hattmakeriidkare,4
intendent vid intendenturkåren,4
arbetare vid boda sågv.,4
pramlastare,4
arbetarea timmerman,4
smed fabriksarbetare,4
kollega vice,4
torpegarea snickare,4
handlande vice konsul,4
hega skraddare,4
gårdsägare i staden timmerman,4
arbetar vid jarnbruk,4
bryggeridisponent f.d.,4
soldat n:o 16,4
torpare fa da batsman,4
artillera 83,4
torpare färjkarl,4
ryktare statdrang,4
soldat n:o 42,4
handlande korpral f.d.,4
ryttmastare arrendator,4
bokbalarla,4
stationsingenjör,4
sjöfarande,4
maskinist vid vattenverk,4
spannmalsha,4
elektrisk arbetare,4
livförsäkringsdirektör,4
jernverksarb,4
elektricitetskraftstationsarbetare,4
malarefarman,4
hemmansegare oa smed,4
malare hemmansega,4
snickaalarla,4
distakorpral,4
postvaktbetjant ea oa,4
hammansbruka,4
traversförare,4
arrendatora sergeant,4
tjänsteman hos handelsbolag,4
jarnvagsbokha,4
exp.biträde,4
skomakararba,4
rekvisitör,4
torpa eg,4
stadsexekutor,4
hovrättsnotarie ex.,4
knifarba,4
färgeriföreståndare,4
sjukhuseldare,4
skomaklar,4
sagbyggare,4
tjänsteman i drätselnämnd,4
skradda idka,4
trgelev,4
back,4
jordbruksarbetarea soldat fa da,4
arbetare dragon,4
bokhållare på pappersbruk,4
jamnslipare,4
gjaarba,4
statfogde,4
timmerman å mek. verkstad,4
sulfitfabriksbokhållare,4
praktalakare,4
kardfabriksarbetare,4
soldat vid ska infa rega,4
hyttgosse,4
hemmansagarea fa da soldat,4
etsarelärling,4
torpare tilltra,4
klockare o folkskolelarare,4
vattenledningsmaskinist,4
handla hemmansagare,4
ea brefbarare,4
hemmansegaa fada kyrkova,4
lagenhetsagare gratialist,4
fabraarba rosenbergs fa,4
husman taktäckare,4
annexåbo,4
medicine licenciat bataljonsläkare,4
fjardingsma,4
tidskriftskommissonär,4
arba vid vafverifabra,4
skralarling,4
hemmansegarea trajehandlare,4
hyresgast soldat arbetare,4
gransaksmanglare,4
hemslagtare,4
snickare jordlottsägare,4
kanslist eaoa,4
jordbruksarbetare slaktare,4
hemmansegare kronolansman,4
lasadra,4
fil. kand. folkhögskolelärare,4
båtreparatör,4
sliparemästare,4
hemmansägare bokhållare f.d.,4
vagnlyftare,4
dragon n:o 49,4
skomakarea inhyses,4
haega handlande,4
arbetare i hvad som helst,4
tradgaarrenda,4
bruksaga,4
Ägare mureriarbetare,4
kammakaregesäll,4
soldat n:o 19,4
hyresgäst bagare,4
dagsvtorpa,4
hyrande stenarbetare,4
jordarbetare torpare f.,4
fästningspolis,4
kakamaka,4
inhyses skoarbetare,4
bandfabrikör,4
snickare vid compoboardfabriken,4
arbetare kyrkvakt,4
kyrkvaktmästare skomakare,4
portfaljarbetare,4
landtbrefbara,4
underpappersmästare,4
stenhuggeriarbeta,4
bradgardsarbetar,4
gruvarbetare torpare,4
agare 3a16,4
husägare timmerarbetare,4
arrendator fada batsman,4
garveriagare,4
Ägare arbetskarl,4
soldat vid na ska infaregema,4
lägenhetsägare möbelsnickare,4
skomakare hyrande,4
kyrkvakt husar f.d.,4
grovarbetare korpral f.d.,4
arbetare vid järnvägen,4
trävaruköpman,4
travaruhanda,4
cementarba husega,4
skeppsagent,4
wirkeshandla,4
Övertimmerman,4
pappavläggare,4
skomakare grenadier fada,4
läderfabrikörer,4
hemega smed,4
sadelma arba,4
odelstorpare garvare,4
garveridrang,4
lagerchef f.d.,4
maskinist å ångfartyg,4
inhyses styrman,4
stadsskogvaktare,4
tradgardma,4
urmakare husagare,4
snickare lantbrukare,4
dräng grovarbetare,4
elmontör,4
hantverksartillerist,4
banvakta hemmansega,4
torpa oa smed,4
sjamannen,4
kyrkvakt arbetare,4
arbetskarl vid meka snickerifabra,4
hemmansegare o faltjagare,4
inhysaa skogsarbetare,4
linnearbetare,4
kontorsskrifv,4
kakelgesa,4
statardrang ankling,4
statdra smed,4
maskinsmarjare,4
arb vid fargeri,4
hemmansega o skeppare,4
kyrkoväktare båtsman f.d.,4
bergs arba,4
soldat nao 28,4
skomakerilarla,4
kritbruksägare,4
kvarnägare sågverksägare,4
farjedrang,4
mabelritare,4
riksbanksrevisor,4
gjutarlarla,4
hamnbiträde,4
korpral vid flottan,4
arrendator av kronohemman,4
jarnvagsarbetare inhyses,4
hemmansägare Ångbåtsbefälhavare,4
arbetare vid tegelverk,4
torvmosselagenhetsinnehav,4
hemmansägare fabrikör,4
skogsinspektar,4
klockarbiträde,4
farradsskrivare,4
packhusbokhallare,4
hemmansbrukare mjölnare,4
agare urmakare,4
bomkarl vid sågverk,4
kommissalandtmata,4
arbetskarl skomakare,4
platslalarla va meka werksta,4
vagnsnickeriarbetare,4
husägare magasinarbetare,4
vinhandelsbokhallare,4
pianosnickeriarbetare,4
bolagsarba,4
arbetarea faltja,4
agare bagare,4
timmermana,4
malare och hemmansegare,4
fa da torpaa arbetare,4
byckare,4
vävlagare f.,4
dranga fattighja,4
gelbjutare,4
kakelugnsdörrsmed,4
traaarbetare,4
vollentar,4
valsva arbeta,4
arba vid husqa fbr,4
murmästare byggmästare,4
torpägare soldat,4
arbetare vid qvarnfabrik,4
charkuterimästare,4
skomakare dragon fada,4
kronolansman ta fa,4
maskinist arbetare,4
gårdsmjölnare,4
smidesinspektor,4
läderhandlande,4
timmerman jordbruksarbetare,4
bleckslagare handlande,4
abo timmerman,4
bankofullmäktig,4
portvakt snickare,4
skatorp,4
bromsarefarman,4
brabonde,4
vällugnssmed,4
hmsegarea snickare,4
Åkeriföreståndare,4
lanthandlande hemmansägare,4
bokfarsaljare,4
Översättare,4
skradfarman,4
jordbrukare skogsarbetare,4
järnsängsfabriksarbetare,4
bryggerikontorist,4
hemmansägare timmermärkare,4
sågarbetare soldat f.,4
kassabitrade,4
haega oa handla,4
skyffelfabriksarbetare,4
jordtorpare kolare,4
schoddyfabriksarba vid tradrafab,4
Ägare gårdsägare,4
snickeridisponent,4
arbetare patient,4
jortorpare,4
reparatör vid anrikningsverk,4
tegelbruksarbetare soldat f.d.,4
ingeniarselev,4
tidningssättare,4
hemmabroder,4
handelsbolagskassör,4
jordegarea namdeman,4
mjölkbud,4
järnarbetarlärling,4
snicka idka,4
